['text'],['text'],['has', 'Message', 'Full', 'Text'],['Text'],0.6570527
['text'],['text'],['has', 'Message', 'Short', 'Text'],['Text'],0.6570527
['text'],['text'],['has', 'Response', 'Text'],['Text'],0.6570527
['text'],['text'],['has', 'Message', 'Full', 'Text'],['Text'],0.6570527
['text'],['text'],['has', 'Message', 'Short', 'Text'],['Text'],0.6570527
['text'],['text'],['has', 'Response', 'Text'],['Text'],0.6570527
['text'],['Text'],['has', 'Message', 'Full', 'Text'],['has', 'Message', 'Full', 'Text'],0.72127044
['text'],['Text'],['has', 'Message', 'Full', 'Text'],['Text'],1.0
['text'],['Text'],['has', 'Message', 'Short', 'Text'],['has', 'Message', 'Short', 'Text'],0.696051
['text'],['Text'],['has', 'Message', 'Short', 'Text'],['Text'],1.0
['text'],['Text'],['has', 'Response', 'Text'],['has', 'Response', 'Text'],0.6904517
['text'],['Text'],['has', 'Response', 'Text'],['Text'],1.0
['Status'],['Status'],['Return', 'Status'],['Return', 'Status'],0.816453
['Status'],['Status'],['Return', 'Status'],['Status'],1.0
['Status'],['Status'],['Payment', 'Status'],['Payment', 'Status'],0.8034364
['Status'],['Status'],['Payment', 'Status'],['Status'],1.0
['Status'],['Status'],['has', 'Status'],['has', 'Status'],0.7298335
['Status'],['Status'],['has', 'Status'],['Status'],1.0
['Status'],['Status'],['has', 'Approval', 'Status'],['has', 'Approval', 'Status'],0.7098574
['Status'],['Status'],['has', 'Approval', 'Status'],['Status'],1.0
['Status'],['Status'],['has', 'Payment', 'Status'],['has', 'Payment', 'Status'],0.70268345
['Status'],['Status'],['has', 'Payment', 'Status'],['Status'],1.0
['Status'],['Status'],['Return', 'Status'],['Return', 'Status'],0.816453
['Status'],['Status'],['Return', 'Status'],['Status'],1.0
['Status'],['Status'],['Payment', 'Status'],['Payment', 'Status'],0.8034364
['Status'],['Status'],['Payment', 'Status'],['Status'],1.0
['Status'],['Status'],['has', 'Status'],['has', 'Status'],0.7298335
['Status'],['Status'],['has', 'Status'],['Status'],1.0
['Status'],['Status'],['has', 'Approval', 'Status'],['has', 'Approval', 'Status'],0.7098574
['Status'],['Status'],['has', 'Approval', 'Status'],['Status'],1.0
['Status'],['Status'],['has', 'Payment', 'Status'],['has', 'Payment', 'Status'],0.70268345
['Status'],['Status'],['has', 'Payment', 'Status'],['Status'],1.0
['Status'],['status'],['Return', 'Status'],['Status'],0.55780196
['Status'],['status'],['Payment', 'Status'],['Status'],0.55780196
['Status'],['status'],['has', 'Status'],['Status'],0.55780196
['Status'],['status'],['has', 'Approval', 'Status'],['Status'],0.55780196
['Status'],['status'],['has', 'Payment', 'Status'],['Status'],0.55780196
['Status'],['Condition'],['has', 'After', 'Sales', 'Condition'],['has', 'After', 'Sales', 'Condition'],0.51572984
['Status'],['Condition'],['has', 'Terms', 'And', 'Condition'],['has', 'Terms', 'And', 'Condition'],0.5463808
['Status'],['Condition'],['has', 'Terms', 'And', 'Condition'],['Condition'],1.0
['Status'],['Condition'],['has', 'Sales', 'Condition'],['has', 'Sales', 'Condition'],0.605121
['Status'],['Condition'],['has', 'Sales', 'Condition'],['Condition'],1.0
